id,full_name,credit_sco,gender,age,occupation,balance,monthly_ir,address,origin_province,tenure_ye,married,nums_card,nums_service,active_member,last_active_date,last_transaction_month,created_date,exit,customer_segment,engagement_score,loyalty_level,digital_behavior,risk_score,risk_segment,cluster_group
52029,Vũ Thị Linh,800,female,54,Quản lý/Lãnh đạo,177139359,135000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,2,1,5,6,False,24/07/2023,0,01/02/2023,False,Priority,38,Silver,offline,0.1659,Low,4
52030,Bùi Minh Linh,629,female,56,Lao động phổ thông,31807862,11000000,Linh Trung (TP Thủ Đức),Tỉnh khác,4,1,1,1,False,15/07/2021,0,10/06/2021,True,Mass,7,Bronze,offline,0.3981,Low,2
52031,Đặng Ngọc Minh,739,male,55,Kỹ sư/Chuyên viên IT,40124159,53000000,Phường Vĩnh Hội (Q4),Bình Dương,0,1,4,8,True,12/06/2025,37080096,27/05/2025,False,Affluent,89,Bronze,mobile,0.0538,Low,4
52032,Bùi Xuân Tùng,607,male,53,Giáo viên/Giảng viên,18635914,21000000,Phường Quang Trung (GV),Long An,2,1,1,4,True,09/05/2025,5532455,13/07/2022,False,Emerging,61,Silver,mobile,0.264,Low,2
52033,Vũ Văn Lan,753,female,35,Quản lý/Lãnh đạo,21075615,53000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,0,1,3,8,True,17/06/2025,125811058,06/01/2025,False,Affluent,94,Bronze,mobile,0.0616,Low,3
52034,Dương Ngọc Hương,625,female,30,Lao động phổ thông,11770103,8000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,4,0,1,1,False,19/02/2023,0,27/04/2021,True,Mass,7,Bronze,offline,0.4201,Medium,2
52035,Vũ Xuân Bảo,750,male,43,Giáo viên/Giảng viên,17538021,27000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,0,0,3,5,True,25/06/2025,18293664,16/04/2025,False,Emerging,75,Bronze,mobile,0.1473,Low,1
52036,Vũ Xuân Vũ,675,male,51,Chủ Doanh nghiệp nhỏ,67616324,87000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,0,0,5,4,False,23/01/2025,0,13/08/2024,False,Priority,30,Bronze,offline,0.2275,Low,1
52037,Vũ Quang Linh,680,female,22,Hưu trí,8842588,13000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,3,0,2,3,False,05/08/2024,0,26/11/2021,False,Mass,17,Bronze,offline,0.3335,Low,2
52038,Mai Hữu Chi,698,female,32,Kế toán/Tài chính,37126081,39000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,3,0,3,6,False,27/09/2023,0,06/04/2022,False,Affluent,31,Bronze,offline,0.2087,Low,2
52039,Vũ Hữu Hưng,729,male,37,Kỹ sư/Chuyên viên IT,73875739,48000000,Phường 14 (Q12),TP. Hồ Chí Minh,1,0,2,4,False,12/03/2025,0,24/12/2023,False,Affluent,21,Bronze,offline,0.2054,Low,1
52040,Nguyễn Văn Tùng,658,male,40,Kế toán/Tài chính,23454140,26000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,1,2,1,3,False,11/08/2024,0,09/12/2023,False,Emerging,14,Bronze,offline,0.3178,Low,1
52041,Lê Hoàng Lan,790,female,63,Kỹ sư/Chuyên viên IT,171350901,64000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,4,0,3,4,True,24/06/2025,45842452,06/01/2021,False,Priority,71,Gold,mobile,0.0863,Low,4
52042,Phạm Hoàng Trọng,608,male,64,Nhân viên văn phòng/Công chức,6274426,12000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,0,1,1,1,False,17/02/2025,0,17/12/2024,True,Mass,7,Bronze,offline,0.4367,Medium,1
52043,Vũ Đức Bảo,654,male,43,Kinh doanh/Bán hàng,23853446,34000000,Phường Tân Sơn Nhì (Tân Phú),Long An,1,2,2,8,False,29/05/2024,0,17/01/2024,False,Emerging,36,Silver,offline,0.2431,Low,1
52044,Đặng Thu Tú,667,male,62,Kế toán/Tài chính,21060100,14000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,2,2,1,1,False,07/01/2023,0,10/09/2022,False,Mass,7,Bronze,offline,0.3591,Low,2
52045,Đặng Gia Dũng,593,male,40,Lao động phổ thông,14304956,11000000,Phường 7 (Q7),TP. Hồ Chí Minh,2,3,4,4,False,28/07/2023,0,25/02/2023,False,Mass,27,Bronze,offline,0.4062,Medium,2
52046,Mai Đức Hưng,736,male,47,Kỹ sư/Chuyên viên IT,276665982,67000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,1,1,4,5,False,24/02/2025,0,12/02/2024,False,Priority,31,Bronze,offline,0.173,Low,4
52047,Dương Thanh Trọng,679,male,41,Hưu trí,21047987,24000000,Phường 7 (Q7),Đồng Nai,3,1,1,5,False,02/11/2024,0,27/05/2022,False,Emerging,22,Bronze,offline,0.2771,Low,2
52048,Đặng Ngọc Tùng,662,male,71,Nhân viên văn phòng/Công chức,25871967,19000000,Xã Vĩnh Lộc A (BC),Bình Dương,2,1,1,1,False,25/10/2024,0,14/10/2022,False,Emerging,7,Bronze,offline,0.3516,Low,2
52049,Mai Kim Vân,699,female,56,Kỹ sư/Chuyên viên IT,112821815,50000000,Phường Chợ Quán (Q5),Hà Nội,3,0,2,5,False,11/05/2023,0,09/01/2022,False,Affluent,25,Bronze,offline,0.1848,Low,2
52050,Vũ Gia Chi,714,female,39,Kế toán/Tài chính,26431766,19000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,1,1,2,6,True,26/04/2025,34125277,14/11/2023,False,Emerging,84,Silver,mobile,0.1458,Low,1
52051,Lê Thu Yến,661,female,47,Hưu trí,65211747,22000000,Phường Thắng Lợi (Q10),Tỉnh khác,4,1,3,3,False,14/08/2023,0,12/04/2021,False,Emerging,20,Bronze,offline,0.3104,Low,2
52052,Trần Hữu Quang,702,male,26,Hưu trí,18240420,16000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,0,1,5,3,False,14/08/2024,0,24/07/2024,True,Emerging,26,Bronze,offline,0.2988,Low,1
52053,Lê Đức Nam,614,male,32,Nội trợ/Sinh viên,6308154,12000000,Phường Thắng Lợi (Q10),Bình Dương,1,0,3,1,False,31/12/2024,0,24/09/2023,True,Mass,13,Bronze,offline,0.4306,Medium,1
52054,Mai Thu Dũng,653,male,61,Kinh doanh/Bán hàng,41398976,34000000,Phường Thắng Lợi (Q10),Bà Rịa - Vũng Tàu,0,0,2,3,False,20/12/2024,0,12/11/2024,False,Emerging,17,Bronze,offline,0.2999,Low,1
52055,Trần Đức Hồng,727,female,45,Nội trợ/Sinh viên,8709698,13000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,3,1,2,2,False,03/03/2023,0,28/06/2022,False,Mass,14,Bronze,offline,0.3262,Low,2
52056,Mai Hữu Vi,560,female,76,Giáo viên/Giảng viên,12738599,16000000,Phường Thắng Lợi (Q10),Cần Thơ,0,1,1,2,False,26/12/2024,0,17/12/2024,True,Emerging,10,Bronze,offline,0.4556,Medium,1
52057,Nguyễn Đức Nam,685,male,35,Nhân viên văn phòng/Công chức,86840414,21000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,4,1,1,1,False,27/06/2023,0,22/01/2021,False,Emerging,7,Bronze,offline,0.31,Low,2
52058,Dương Thu Hương,662,female,90,Chủ Doanh nghiệp nhỏ,253123839,91000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,1,3,5,6,True,25/04/2025,124218124,29/03/2024,False,Priority,91,Silver,mobile,0.0946,Low,3
52059,Mai Anh Quang,669,male,68,Lao động phổ thông,11600021,13000000,Linh Trung (TP Thủ Đức),Đồng Nai,4,1,2,4,False,24/03/2024,0,15/02/2021,False,Mass,21,Bronze,offline,0.3288,Low,2
52060,Dương Thị Hồng,700,female,43,Kỹ sư/Chuyên viên IT,41997504,64000000,Phường 14 (Q12),TP. Hồ Chí Minh,3,1,5,4,False,16/04/2023,0,04/01/2022,False,Priority,30,Bronze,offline,0.2082,Low,2
52061,Phạm Văn Châu,785,male,30,Chủ Doanh nghiệp nhỏ,148722351,119000000,Phường An Hội (BT),TP. Hồ Chí Minh,1,0,1,5,True,25/05/2025,113875441,28/01/2024,False,Priority,71,Silver,mobile,0.0755,Low,3
52062,Đặng Đức Khoa,624,male,67,Kỹ sư/Chuyên viên IT,42242370,42000000,Phường Chợ Quán (Q5),Bà Rịa - Vũng Tàu,1,1,4,2,False,03/01/2024,0,26/08/2023,False,Affluent,20,Bronze,offline,0.3252,Low,1
52063,Hoàng Anh Huy,651,male,52,Lao động phổ thông,9358840,11000000,Phường Vĩnh Hội (Q4),Bình Dương,1,1,2,3,False,06/03/2024,0,24/07/2023,True,Mass,17,Bronze,offline,0.3659,Low,1
52064,Lê Thu Hồng,662,female,40,Lao động phổ thông,21931774,9000000,Phường Tân Sơn Nhì (Tân Phú),Long An,4,1,1,3,False,02/03/2022,0,21/03/2021,True,Mass,14,Bronze,offline,0.3486,Low,2
52065,Phạm Văn Dương,665,female,27,Giáo viên/Giảng viên,37026682,30000000,Xã Xuân Thới Đông (HM),Bình Dương,3,0,4,2,False,03/12/2024,0,22/10/2021,False,Emerging,20,Bronze,offline,0.3098,Low,2
52066,Nguyễn Trần Yến,719,female,42,Kỹ sư/Chuyên viên IT,33137762,36000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,3,1,3,2,False,27/02/2022,0,09/01/2022,False,Affluent,16,Bronze,offline,0.2641,Low,2
52067,Phạm Hoàng Nhiên,700,male,65,Kỹ sư/Chuyên viên IT,23255266,31000000,Thị trấn Tân Túc (BC),Đồng Nai,0,1,3,5,False,20/03/2025,0,21/12/2024,False,Emerging,28,Bronze,offline,0.2409,Low,1
52068,Đặng Ngọc Ánh,640,female,51,Kế toán/Tài chính,54861993,29000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,1,1,2,3,False,15/12/2024,0,11/02/2024,False,Emerging,17,Bronze,offline,0.3195,Low,1
52069,Đặng Hữu Huy,660,male,52,Lao động phổ thông,22146131,12000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,2,1,3,1,False,09/04/2024,0,01/05/2023,True,Mass,13,Bronze,offline,0.3695,Low,2
52070,Phạm Quang Xuân,726,female,45,Kinh doanh/Bán hàng,78810246,21000000,Phường 7 (Q7),TP. Hồ Chí Minh,3,3,2,3,False,18/08/2022,0,07/12/2021,False,Emerging,17,Bronze,offline,0.2712,Low,2
52071,Dương Thị Thành,656,male,25,Quản lý/Lãnh đạo,41790518,57000000,Phường Tân Sơn Nhì (Tân Phú),Cần Thơ,0,1,1,4,True,29/05/2025,14183788,05/05/2025,False,Affluent,60,Bronze,mobile,0.1473,Low,1
52072,Bùi Xuân Ngọc,638,female,47,Chủ Doanh nghiệp nhỏ,165823839,52000000,Phường 14 (Q12),Đồng Nai,3,1,1,4,False,24/10/2024,0,11/03/2022,False,Affluent,18,Bronze,offline,0.2537,Low,2
52073,Vũ Thị Nhiên,632,male,28,Hưu trí,12701723,16000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,1,1,1,2,False,10/11/2024,0,17/12/2023,False,Emerging,10,Bronze,offline,0.3837,Low,1
52074,Phạm Xuân Chi,675,female,50,Lao động phổ thông,30507854,14000000,Thị trấn Tân Túc (BC),Long An,3,2,2,2,False,05/01/2024,0,20/03/2022,False,Mass,14,Bronze,offline,0.3341,Low,2
52075,Vũ Quang Dũng,650,male,59,Nhân viên văn phòng/Công chức,51628528,30000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,1,1,2,5,False,15/03/2024,0,07/12/2023,False,Emerging,25,Bronze,offline,0.2833,Low,1
52076,Vũ Minh Anh,653,male,38,Hưu trí,18324462,6000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,3,2,2,2,False,26/11/2023,0,31/05/2022,True,Mass,14,Bronze,offline,0.3782,Low,2
52077,Bùi Anh Thảo,744,female,50,Kỹ sư/Chuyên viên IT,165302254,56000000,Phường 7 (Q7),Bình Dương,2,1,3,3,False,05/04/2024,0,08/06/2023,False,Affluent,20,Bronze,offline,0.2042,Low,4
52078,Trần Gia Trọng,663,male,32,Chủ Doanh nghiệp nhỏ,56849417,85000000,Phường Chợ Quán (Q5),Bà Rịa - Vũng Tàu,4,0,5,4,False,09/07/2021,0,20/05/2021,False,Priority,30,Bronze,offline,0.2416,Low,2
52079,Trần Đức Duyên,686,female,59,Lao động phổ thông,58606566,16000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,2,1,2,4,False,14/05/2024,0,27/09/2022,False,Emerging,21,Bronze,offline,0.2862,Low,2
52080,Mai Kim Hoàng,640,male,37,Kinh doanh/Bán hàng,3180587,10000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,0,1,1,4,True,27/06/2025,5674014,11/06/2025,False,Mass,64,Bronze,mobile,0.2744,Low,1
52081,Dương Thu Hương,689,female,50,Kinh doanh/Bán hàng,86225106,44000000,Phường 14 (Q12),TP. Hồ Chí Minh,1,1,5,4,False,03/01/2025,0,16/02/2024,False,Affluent,30,Bronze,offline,0.2226,Low,1
52082,Bùi Trần Hương,725,female,53,Nhân viên văn phòng/Công chức,48515084,18000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,2,1,1,5,False,22/11/2023,0,31/01/2023,True,Emerging,22,Bronze,offline,0.258,Low,2
52083,Lê Thị Vi,655,female,63,Kỹ sư/Chuyên viên IT,53745766,35000000,Phường An Hội (BT),TP. Hồ Chí Minh,0,2,1,3,True,18/06/2025,31136014,27/04/2025,False,Affluent,63,Bronze,mobile,0.1878,Low,1
52084,Lê Minh Dũng,655,male,46,Giáo viên/Giảng viên,104760180,32000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,4,1,3,2,False,11/06/2023,0,23/04/2021,False,Emerging,16,Bronze,offline,0.3032,Low,2
52085,Mai Xuân Nam,675,male,82,Hưu trí,6938995,7000000,Phường An Hội (BT),Tỉnh khác,0,1,1,5,False,22/03/2025,0,31/12/2024,True,Mass,22,Bronze,offline,0.3285,Low,1
52086,Hoàng Hữu Vũ,712,male,54,Giáo viên/Giảng viên,40384636,17000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,3,2,2,1,False,26/11/2022,0,11/01/2022,False,Emerging,10,Bronze,offline,0.3122,Low,2
52087,Phạm Thu Vân,642,female,30,Nhân viên văn phòng/Công chức,13505954,21000000,Phường An Hội (BT),TP. Hồ Chí Minh,1,1,2,2,False,18/04/2024,0,05/08/2023,True,Emerging,14,Bronze,offline,0.3629,Low,1
52088,Phạm Quang Dương,733,female,47,Kỹ sư/Chuyên viên IT,111213100,36000000,Linh Trung (TP Thủ Đức),TP. Hồ Chí Minh,1,3,1,6,False,08/06/2024,0,10/07/2023,False,Affluent,26,Bronze,offline,0.1995,Low,1
52089,Trần Quang Linh,693,female,61,Nội trợ/Sinh viên,10236410,8000000,Phường Chợ Quán (Q5),Bà Rịa - Vũng Tàu,0,0,3,1,False,23/11/2024,0,24/07/2024,True,Mass,13,Bronze,offline,0.3538,Low,1
52090,Đặng Gia Trọng,668,male,63,Lao động phổ thông,14620002,14000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,2,1,2,1,False,22/09/2023,0,30/04/2023,False,Mass,10,Bronze,offline,0.3625,Low,2
52091,Đặng Thị Bảo,684,male,30,Hưu trí,4766020,16000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,4,1,4,3,False,24/05/2024,0,08/02/2021,False,Emerging,23,Bronze,offline,0.331,Low,2
52092,Mai Xuân Phúc,664,male,42,Nội trợ/Sinh viên,2008583,7000000,Xã Xuân Thới Đông (HM),Đồng Nai,0,1,2,2,True,23/06/2025,7082366,20/02/2025,True,Mass,64,Bronze,mobile,0.2869,Low,1
52093,Dương Văn Ngọc,766,female,62,Giáo viên/Giảng viên,19539246,22000000,Phường Chợ Quán (Q5),Bà Rịa - Vũng Tàu,1,1,1,2,False,28/07/2024,0,09/06/2024,False,Emerging,10,Bronze,offline,0.2985,Low,1
52094,Hoàng Văn Bảo,669,male,66,Giáo viên/Giảng viên,50461171,29000000,Xã Xuân Thới Đông (HM),Tiền Giang,0,1,2,3,False,04/02/2025,0,30/10/2024,False,Emerging,17,Bronze,offline,0.2915,Low,1
52095,Đặng Quang Minh,691,male,31,Giáo viên/Giảng viên,37573956,28000000,Xã Vĩnh Lộc A (BC),TP. Hồ Chí Minh,2,1,3,2,False,09/09/2024,0,16/07/2022,False,Emerging,16,Bronze,offline,0.2876,Low,2
52096,Nguyễn Quang Vi,681,female,36,Giáo viên/Giảng viên,64390198,23000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,2,1,5,2,False,26/01/2025,0,15/03/2023,False,Emerging,22,Bronze,offline,0.3011,Low,2
52097,Nguyễn Xuân Khoa,682,male,47,Nhân viên văn phòng/Công chức,6418110,23000000,Phường Vĩnh Hội (Q4),Bà Rịa - Vũng Tàu,1,1,1,1,False,06/08/2024,0,17/04/2024,True,Emerging,7,Bronze,offline,0.3404,Low,1
52098,Lê Đức Châu,632,male,56,Giáo viên/Giảng viên,25370293,19000000,Phường Hòa Bình (Q11),Đồng Nai,2,1,1,4,False,16/08/2023,0,12/07/2022,False,Emerging,18,Bronze,offline,0.3443,Low,2
52099,Lê Thanh Ngọc,800,female,50,Quản lý/Lãnh đạo,76486667,143000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,0,1,4,3,True,25/06/2025,100917796,02/06/2025,False,Priority,70,Bronze,mobile,0.1085,Low,3
52100,Trần Thu Bảo,631,male,69,Kế toán/Tài chính,7087624,16000000,Phường Tân Định (Q1),TP. Hồ Chí Minh,2,3,1,3,False,16/10/2024,0,04/09/2022,True,Emerging,14,Bronze,offline,0.3792,Low,2
52101,Đặng Thu Lan,667,female,71,Nội trợ/Sinh viên,6566973,8000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,2,0,2,5,False,23/03/2024,0,19/07/2022,True,Mass,25,Bronze,offline,0.3351,Low,2
52102,Vũ Thu Khoa,689,male,45,Lao động phổ thông,23114241,14000000,Phường An Hội (BT),TP. Hồ Chí Minh,2,2,3,2,False,14/03/2023,0,12/01/2023,False,Mass,16,Bronze,offline,0.3234,Low,2
52103,Mai Văn Dũng,740,male,59,Quản lý/Lãnh đạo,403622703,137000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,0,1,3,7,False,12/12/2024,0,30/11/2024,False,Priority,35,Bronze,offline,0.1434,Low,4
52104,Bùi Thanh Lan,675,female,45,Lao động phổ thông,16516084,11000000,Phường An Hội (BT),TP. Hồ Chí Minh,1,1,2,5,False,29/01/2025,0,31/10/2023,True,Mass,25,Bronze,offline,0.31,Low,1
52105,Hoàng Thanh Duyên,652,female,51,Quản lý/Lãnh đạo,48583961,55000000,Phường 14 (Q12),TP. Hồ Chí Minh,1,1,4,3,False,11/07/2024,0,09/10/2023,False,Affluent,23,Bronze,offline,0.267,Low,1
52106,Mai Quang Hưng,625,male,37,Lao động phổ thông,3689270,12000000,Phường Chợ Quán (Q5),TP. Hồ Chí Minh,2,0,4,3,False,26/12/2022,0,08/09/2022,True,Mass,23,Bronze,offline,0.4011,Medium,2
52107,Lê Hoàng Khoa,713,male,55,Hưu trí,21442043,9000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,3,3,1,2,False,08/03/2023,0,22/04/2022,False,Mass,10,Bronze,offline,0.3234,Low,2
52108,Bùi Hoàng Lan,632,female,47,Giáo viên/Giảng viên,13569662,13000000,Phường Chợ Quán (Q5),Cần Thơ,1,1,2,3,False,03/02/2025,0,02/05/2024,False,Mass,17,Bronze,offline,0.3764,Low,1
52109,Hoàng Hữu Hoàng,699,male,51,Nhân viên văn phòng/Công chức,11465960,12000000,Phường Bến Thành (Q1),Cần Thơ,3,3,2,3,False,05/02/2022,0,12/07/2021,False,Mass,17,Bronze,offline,0.3134,Low,2
52110,Đặng Văn Linh,658,female,87,Kinh doanh/Bán hàng,19573206,8000000,Phường An Hội (BT),Tỉnh khác,3,1,4,3,False,06/04/2023,0,24/05/2022,False,Mass,23,Bronze,offline,0.356,Low,2
52111,Phạm Gia Châu,618,male,57,Kỹ sư/Chuyên viên IT,113467362,36000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,4,1,1,6,False,07/07/2023,0,26/01/2021,False,Affluent,26,Bronze,offline,0.2813,Low,2
52112,Đặng Ngọc Yến,712,female,76,Kế toán/Tài chính,59149581,24000000,Xã Vĩnh Lộc A (BC),Long An,1,1,4,3,True,23/05/2025,11423277,15/12/2023,False,Emerging,68,Silver,mobile,0.1636,Low,1
52113,Bùi Xuân Dũng,692,male,47,Nhân viên văn phòng/Công chức,14251314,17000000,Linh Trung (TP Thủ Đức),Tỉnh khác,0,1,1,1,False,01/02/2025,0,19/10/2024,False,Emerging,7,Bronze,offline,0.3328,Low,1
52114,Vũ Thanh Lan,766,female,42,Quản lý/Lãnh đạo,302638939,73000000,Phường Vĩnh Hội (Q4),TP. Hồ Chí Minh,1,1,4,3,False,03/10/2023,0,11/08/2023,False,Priority,23,Bronze,offline,0.1969,Low,4
52115,Bùi Văn Khoa,662,male,49,Kế toán/Tài chính,38408367,18000000,Phường An Hội (BT),TP. Hồ Chí Minh,3,1,4,2,False,11/08/2024,0,28/01/2022,False,Emerging,20,Bronze,offline,0.3363,Low,2
52116,Hoàng Quang Tú,677,male,34,Kế toán/Tài chính,43570593,35000000,Phường An Hội (BT),Tỉnh khác,3,1,2,6,False,27/04/2023,0,05/11/2021,False,Affluent,28,Bronze,offline,0.2358,Low,2
52117,Phạm Ngọc Hồng,604,female,31,Nội trợ/Sinh viên,11499680,8000000,Phường An Hội (BT),TP. Hồ Chí Minh,2,0,2,4,False,10/10/2022,0,16/07/2022,True,Mass,21,Bronze,offline,0.4039,Medium,2
52118,Dương Văn Vũ,572,male,26,Hưu trí,9963831,11000000,Phường Bến Thành (Q1),TP. Hồ Chí Minh,3,0,1,1,False,03/02/2024,0,05/03/2022,False,Mass,7,Bronze,offline,0.4691,Medium,2
52119,Hoàng Xuân Nhiên,614,male,31,Nội trợ/Sinh viên,3204853,7000000,Phường Tân Sơn Nhì (Tân Phú),Bình Dương,1,1,2,2,False,07/03/2025,0,05/09/2023,True,Mass,14,Bronze,offline,0.4363,Medium,1
52120,Bùi Thanh Huy,672,male,28,Quản lý/Lãnh đạo,47431515,56000000,Phường Tân Sơn Nhì (Tân Phú),TP. Hồ Chí Minh,2,0,5,2,True,17/04/2025,59363428,27/11/2022,False,Affluent,73,Silver,mobile,0.1548,Low,1
52121,Mai Hữu Linh,676,female,36,Kế toán/Tài chính,6887725,33000000,Linh Trung (TP Thủ Đức),Hà Nội,1,2,2,6,True,12/06/2025,32413735,18/05/2024,False,Emerging,78,Silver,mobile,0.1581,Low,1
52122,Nguyễn Đức Khoa,630,male,54,Giáo viên/Giảng viên,24308632,25000000,Thị trấn Tân Túc (BC),TP. Hồ Chí Minh,0,1,3,1,False,04/02/2025,0,31/12/2024,True,Emerging,13,Bronze,offline,0.3723,Low,1
52123,Mai Hoàng Thảo,661,female,40,Hưu trí,9316852,12000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,1,1,4,1,False,18/07/2024,0,11/12/2023,False,Mass,16,Bronze,offline,0.3789,Low,1
52124,Trần Minh Khoa,675,male,31,Kỹ sư/Chuyên viên IT,14833023,32000000,Phường An Hội (BT),TP. Hồ Chí Minh,2,0,5,8,True,09/06/2025,22842122,02/05/2023,False,Emerging,92,Silver,mobile,0.1268,Low,1
52125,Phạm Hoàng Bảo,621,male,35,Hưu trí,11227065,18000000,Phường 14 (Q12),Đồng Nai,2,1,4,1,True,07/04/2025,5656025,29/01/2023,False,Emerging,59,Silver,mobile,0.2997,Low,2
52126,Trần Trần Hồng,724,female,33,Kỹ sư/Chuyên viên IT,72631105,62000000,Phường Quang Trung (GV),Long An,1,2,4,3,False,23/09/2024,0,14/10/2023,False,Priority,23,Bronze,offline,0.2141,Low,1
52127,Vũ Trần Duyên,667,female,65,Hưu trí,12524407,7000000,Phường Tân Định (Q1),Bình Dương,3,3,2,3,False,01/09/2022,0,14/07/2021,False,Mass,17,Bronze,offline,0.3543,Low,2
52128,Lê Gia Vi,648,female,59,Giáo viên/Giảng viên,30403207,32000000,Phường An Hội (BT),Hà Nội,1,1,2,5,False,22/05/2024,0,24/08/2023,False,Emerging,25,Bronze,offline,0.2876,Low,1
52129,Mai Trần Trọng,719,male,29,Kế toán/Tài chính,23205102,26000000,Phường 2 (Tân Bình),Hà Nội,2,1,3,7,False,25/01/2024,0,17/12/2022,False,Emerging,35,Silver,offline,0.2259,Low,1
52130,Vũ Kim Anh,751,male,53,Chủ Doanh nghiệp nhỏ,145802070,182000000,Xã Xuân Thới Đông (HM),TP. Hồ Chí Minh,0,1,5,8,True,03/06/2025,249204313,21/10/2024,False,Priority,99,Bronze,mobile,0.0382,Low,3
52131,Trần Trần Vi,594,female,48,Nhân viên văn phòng/Công chức,28000125,19000000,Phường An Hội (BT),TP. Hồ Chí Minh,4,1,2,1,False,03/10/2024,0,26/05/2021,False,Emerging,10,Bronze,offline,0.4186,Medium,2
52132,Dương Ngọc Xuân,665,female,58,Giáo viên/Giảng viên,19022347,16000000,Linh Trung (TP Thủ Đức),Hà Nội,2,1,3,5,False,02/07/2024,0,14/08/2022,False,Emerging,28,Bronze,offline,0.3083,Low,2
52133,Bùi Ngọc Linh,644,female,61,Nội trợ/Sinh viên,9126509,11000000,Phường Hòa Bình (Q11),TP. Hồ Chí Minh,0,1,2,1,False,22/12/2024,0,14/10/2024,True,Mass,10,Bronze,offline,0.3982,Low,1
52134,Vũ Hoàng Hương,754,female,27,Quản lý/Lãnh đạo,55561016,75000000,Phường An Hội (BT),Cần Thơ,1,0,5,3,True,19/06/2025,112307049,20/09/2023,False,Priority,81,Silver,mobile,0.1124,Low,3
52135,Lê Minh Mai,709,female,71,Kinh doanh/Bán hàng,118534737,33000000,Phường Vĩnh Hội (Q4),Đồng Nai,4,1,3,3,False,12/07/2024,0,06/06/2021,False,Emerging,20,Bronze,offline,0.2422,Low,2
52136,Nguyễn Gia Linh,636,female,44,Hưu trí,36834770,20000000,Phường Hòa Bình (Q11),Bình Dương,4,1,3,5,False,02/06/2021,0,19/05/2021,False,Emerging,28,Bronze,offline,0.3213,Low,2
52137,Bùi Hữu Phúc,618,male,44,Giáo viên/Giảng viên,42397506,29000000,Phường 2 (Tân Bình),Đồng Nai,2,2,3,5,False,10/08/2024,0,20/07/2022,False,Emerging,28,Bronze,offline,0.3196,Low,2
52138,Phạm Thanh Thảo,617,female,54,Hưu trí,15420383,14000000,Linh Trung (TP Thủ Đức),Cần Thơ,1,0,2,3,False,19/05/2024,0,05/12/2023,False,Mass,17,Bronze,offline,0.3878,Low,1
52139,Bùi Thu Hưng,612,male,74,Hưu trí,16836297,14000000,Phường Quang Trung (GV),TP. Hồ Chí Minh,1,1,3,5,False,20/05/2024,0,01/03/2024,False,Mass,28,Bronze,offline,0.3668,Low,1
52140,Trần Đức Khoa,618,male,51,Hưu trí,11513398,8000000,Phường Thắng Lợi (Q10),TP. Hồ Chí Minh,2,1,3,3,False,26/04/2023,0,09/08/2022,True,Mass,20,Bronze,offline,0.4024,Medium,2
52141,Dương Gia Yến,766,female,50,Quản lý/Lãnh đạo,24745075,74000000,Phường 2 (Tân Bình),TP. Hồ Chí Minh,2,0,4,2,False,01/06/2023,0,04/02/2023,False,Priority,20,Bronze,offline,0.2396,Low,4
